epoch;loss;val_loss
0;0.05362728408848246;0.03722684923559427
1;0.03217102432002624;0.02819595392793417
2;0.025925755694818992;0.023739053402096033
3;0.022526227675067883;0.021150571294128895
4;0.020304063451476395;0.019292813260108232
5;0.018758711172267795;0.018055161616454523
6;0.01756925725688537;0.017432052331666153
7;0.016714678301165502;0.016242236209412415
8;0.01600278541445732;0.015632917017986376
9;0.015405173898519328;0.015279453014954925
